console,company,game,userscore,fecha,ano,mes
PS3,Sony,Madden NFL 12,5.5,2011-08-30,2011,8
PS3,Sony,El Shaddai: Ascension of the Metatron,7.5,2011-08-16,2011,8
PS3,Sony,Hamilton's Great Adventure,6.0,2011-08-23,2011,8
PS3,Sony,Galaga Legions DX,7.8,2011-08-02,2011,8
PS3,Sony,No More Heroes: Heroes Paradise,7.3,2011-08-16,2011,8
PS3,Sony,"Warhammer 40,000: Kill Team",6.2,2011-08-02,2011,8
PS3,Sony,The Baconing,7.2,2011-08-30,2011,8
PS3,Sony,Phineas and Ferb: Across the 2nd Dimension,6.8,2011-08-02,2011,8
PS3,Sony,Mortal Kombat Arcade Kollection,6.7,2011-08-30,2011,8
PS3,Sony,Bleach: Soul Resurreccion,7.0,2011-08-03,2011,8
PS3,Sony,Elevator Action Deluxe,5.8,2011-08-30,2011,8
PS3,Sony,Bodycount,3.9,2011-08-30,2011,8
X360,Microsoft,Deus Ex: Human Revolution,8.3,2011-08-23,2011,8
X360,Microsoft,Street Fighter III: Third Strike Online Edition,7.3,2011-08-24,2011,8
X360,Microsoft,Toy Soldiers: Cold War,8.7,2011-08-17,2011,8
X360,Microsoft,Madden NFL 12,5.9,2011-08-30,2011,8
X360,Microsoft,Insanely Twisted Shadow Planet,7.9,2011-08-03,2011,8
X360,Microsoft,El Shaddai: Ascension of the Metatron,7.0,2011-08-16,2011,8
X360,Microsoft,Rock of Ages,8.4,2011-08-31,2011,8
X360,Microsoft,Fruit Ninja Kinect,6.4,2011-08-10,2011,8
X360,Microsoft,Call of Duty: Black Ops - Rezurrection,5.0,2011-08-23,2011,8
X360,Microsoft,The Baconing,6.1,2011-08-31,2011,8
X360,Microsoft,Mortal Kombat Arcade Kollection,6.6,2011-08-31,2011,8
X360,Microsoft,Bodycount,4.8,2011-08-30,2011,8
X360,Microsoft,Hole in the Wall,3.9,2011-08-24,2011,8
X360,Microsoft,Ugly Americans: Apocalypsegeddon,6.4,2011-08-31,2011,8
PC,PC,Deus Ex: Human Revolution,8.5,2011-08-23,2011,8
PC,PC,LIMBO,8.1,2011-08-02,2011,8
PC,PC,Bastion,8.5,2011-08-16,2011,8
PC,PC,Tropico 4,7.7,2011-08-30,2011,8
PC,PC,From Dust,4.9,2011-08-17,2011,8
PC,PC,Edge 2011,7.5,2011-08-11,2011,8
PC,PC,Hector: Badge of Carnage - Episode 2: Senseless Acts of Justice,6.6,2011-08-25,2011,8
PC,PC,Blocks That Matter,7.3,2011-08-19,2011,8
PC,PC,Age of Empires Online,5.7,2011-08-16,2011,8
PC,PC,The Sims Medieval: Pirates & Nobles,4.7,2011-08-30,2011,8
PC,PC,Serious Sam Double D,7.5,2011-08-30,2011,8
PC,PC,The Baconing,5.2,2011-08-31,2011,8
PC,PC,Pirates of Black Cove,5.8,2011-08-02,2011,8
PC,PC,No Time to Explain,6.1,2011-08-15,2011,8
PC,PC,Achron,7.4,2011-08-29,2011,8
3DS,Nintendo,Shin Megami Tensei: Devil Survivor Overclocked,4.8,2011-08-23,2011,8
3DS,Nintendo,3D Classics: Urban Champion,5.8,2011-08-18,2011,8
DS,Nintendo,Inazuma Eleven,8.1,2011-08-26,2011,8
PSP,Sony,ClaDun x2,6.9,2011-08-30,2011,8
PS3,Sony,The ICO & Shadow of the Colossus Collection,8.6,2011-09-27,2011,9
PS3,Sony,FIFA Soccer 12,7.2,2011-09-27,2011,9
PS3,Sony,NHL 12,7.5,2011-09-13,2011,9
PS3,Sony,God of War: Origins Collection,8.5,2011-09-13,2011,9
PS3,Sony,Resident Evil 4 HD,8.5,2011-09-20,2011,9
PS3,Sony,Resistance 3,7.8,2011-09-06,2011,9
PS3,Sony,F1 2011,7.1,2011-09-20,2011,9
PS3,Sony,From Dust,7.0,2011-09-13,2011,9
PS3,Sony,Child of Eden,7.8,2011-09-27,2011,9
PS3,Sony,Disgaea 4: A Promise Unforgotten,7.8,2011-09-06,2011,9
PS3,Sony,Renegade Ops,7.1,2011-09-13,2011,9
PS3,Sony,Pro Evolution Soccer 2012,6.7,2011-09-27,2011,9
PS3,Sony,Rochard,7.2,2011-09-27,2011,9
PS3,Sony,Driver: San Francisco,7.6,2011-09-06,2011,9
PS3,Sony,SkyDrift,8.2,2011-09-06,2011,9
PS3,Sony,Dead Nation: Road of Devastation,6.5,2011-09-27,2011,9
PS3,Sony,Atelier Totori: The Adventurer of Arland,6.7,2011-09-27,2011,9
PS3,Sony,Mercury Hg,7.6,2011-09-27,2011,9
PS3,Sony,Dead Island,6.6,2011-09-06,2011,9
PS3,Sony,"Warhammer 40,000: Space Marine",7.5,2011-09-06,2011,9
PS3,Sony,Cubixx HD,6.5,2011-09-20,2011,9
PS3,Sony,BloodRayne: Betrayal,6.1,2011-09-06,2011,9
PS3,Sony,Burnout Crash!,5.6,2011-09-20,2011,9
PS3,Sony,Castlevania: Harmony of Despair,7.2,2011-09-27,2011,9
PS3,Sony,Tom Clancy's Splinter Cell Classic Trilogy HD,6.9,2011-09-27,2011,9
PS3,Sony,Resident Evil Code: Veronica X HD,8.3,2011-09-27,2011,9
PS3,Sony,Fallout: New Vegas - Lonesome Road,6.7,2011-09-20,2011,9
PS3,Sony,White Knight Chronicles II,7.0,2011-09-13,2011,9
PS3,Sony,X-Men: Destiny,4.9,2011-09-27,2011,9
PS3,Sony,Rugby World Cup 2011,5.6,2011-09-06,2011,9
PS3,Sony,Supremacy MMA,6.5,2011-09-20,2011,9
X360,Microsoft,Gears of War 3,7.9,2011-09-20,2011,9
X360,Microsoft,FIFA Soccer 12,6.8,2011-09-27,2011,9
X360,Microsoft,Radiant Silvergun,8.3,2011-09-14,2011,9
X360,Microsoft,NHL 12,7.0,2011-09-13,2011,9
X360,Microsoft,F1 2011,7.1,2011-09-20,2011,9
X360,Microsoft,Resident Evil 4 HD,7.9,2011-09-20,2011,9
X360,Microsoft,Renegade Ops,8.1,2011-09-14,2011,9
X360,Microsoft,Driver: San Francisco,7.6,2011-09-06,2011,9
X360,Microsoft,Pro Evolution Soccer 2012,6.6,2011-09-27,2011,9
X360,Microsoft,SkyDrift,8.0,2011-09-07,2011,9
X360,Microsoft,The Gunstringer,8.1,2011-09-13,2011,9
X360,Microsoft,"Warhammer 40,000: Space Marine",7.8,2011-09-06,2011,9
X360,Microsoft,Mercury Hg,8.0,2011-09-28,2011,9
X360,Microsoft,Crimson Alliance,7.2,2011-09-07,2011,9
X360,Microsoft,Dead Island,6.9,2011-09-06,2011,9
X360,Microsoft,BloodRayne: Betrayal,7.4,2011-09-07,2011,9
X360,Microsoft,Resident Evil Code: Veronica X HD,8.2,2011-09-27,2011,9
X360,Microsoft,Burnout Crash!,6.4,2011-09-21,2011,9
X360,Microsoft,Fallout: New Vegas - Lonesome Road,7.6,2011-09-20,2011,9
X360,Microsoft,Worms Ultimate Mayhem,7.8,2011-09-28,2011,9
X360,Microsoft,Rugby World Cup 2011,3.9,2011-09-01,2011,9
X360,Microsoft,Rise of Nightmares,7.9,2011-09-06,2011,9
X360,Microsoft,Supremacy MMA,6.2,2011-09-20,2011,9
X360,Microsoft,X-Men: Destiny,5.0,2011-09-27,2011,9
PC,PC,FIFA Soccer 12,7.1,2011-09-27,2011,9
PC,PC,The Binding of Isaac,8.4,2011-09-28,2011,9
PC,PC,F1 2011,7.1,2011-09-19,2011,9
PC,PC,TrackMania 2 Canyon,7.7,2011-09-14,2011,9
PC,PC,Dead Island,6.9,2011-09-05,2011,9
PC,PC,Driver: San Francisco,7.1,2011-09-27,2011,9
PC,PC,Two Worlds II: Pirates of the Flying Fortress,7.5,2011-09-30,2011,9
PC,PC,Pro Evolution Soccer 2012,6.4,2011-09-27,2011,9
PC,PC,Red Orchestra 2: Heroes of Stalingrad,7.3,2011-09-13,2011,9
PC,PC,"Warhammer 40,000: Space Marine",7.5,2011-09-05,2011,9
PC,PC,Rock of Ages,7.7,2011-09-07,2011,9
PC,PC,Hard Reset,7.3,2011-09-13,2011,9
PC,PC,Nuclear Dawn,7.6,2011-09-22,2011,9
PC,PC,Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom,7.6,2011-09-22,2011,9
PC,PC,Sengoku,6.8,2011-09-13,2011,9
PC,PC,Men of War: Vietnam,5.1,2011-09-08,2011,9
PC,PC,Oil Rush,6.5,2011-09-23,2011,9
PC,PC,Xotic,7.6,2011-09-16,2011,9
PC,PC,Railworks 3: Train Simulator 2012,6.4,2011-09-23,2011,9
PC,PC,Off-Road Drive,6.5,2011-09-29,2011,9
PC,PC,King Arthur: Fallen Champions,5.0,2011-09-16,2011,9
PC,PC,A Game of Thrones: Genesis,4.1,2011-09-28,2011,9
PC,PC,Call of Juarez: The Cartel,3.4,2011-09-13,2011,9
3DS,Nintendo,Star Fox 64 3D,8.1,2011-09-09,2011,9
3DS,Nintendo,Bit.Trip Saga,7.9,2011-09-13,2011,9
3DS,Nintendo,3D Classics: TwinBee,7.5,2011-09-22,2011,9
3DS,Nintendo,FIFA Soccer 12,3.9,2011-09-27,2011,9
3DS,Nintendo,Thor: God of Thunder,4.2,2011-09-13,2011,9
3DS,Nintendo,Frogger 3D,6.2,2011-09-20,2011,9
3DS,Nintendo,Driver: Renegade,4.9,2011-09-06,2011,9
WII,Nintendo,Bit.Trip Complete,8.7,2011-09-13,2011,9
WII,Nintendo,MotoHeroz,7.3,2011-09-15,2011,9
WII,Nintendo,escapeVektor: Chapter 1,7.2,2011-09-29,2011,9
WII,Nintendo,FIFA Soccer 12,5.9,2011-09-26,2011,9
WII,Nintendo,Driver: San Francisco,6.4,2011-09-06,2011,9
WII,Nintendo,X-Men: Destiny,4.5,2011-09-27,2011,9
DS,Nintendo,The Legend of Zelda: Four Swords Anniversary Edition,7.4,2011-09-28,2011,9
DS,Nintendo,Kirby Mass Attack,8.3,2011-09-19,2011,9
DS,Nintendo,Dragon Quest Monsters: Joker 2,7.4,2011-09-19,2011,9
DS,Nintendo,Solatorobo: Red the Hunter,8.3,2011-09-27,2011,9
PSP,Sony,Shin Megami Tensei: Persona 2 - Innocent Sin,4.5,2011-09-20,2011,9
PS3,Sony,Batman: Arkham City,8.7,2011-10-18,2011,10
PS3,Sony,NBA 2K12,6.7,2011-10-04,2011,10
PS3,Sony,Dark Souls,8.9,2011-10-04,2011,10
PS3,Sony,Battlefield 3,7.5,2011-10-25,2011,10
PS3,Sony,NBA Jam: On Fire Edition,7.2,2011-10-04,2011,10
PS3,Sony,Crysis,7.0,2011-10-04,2011,10
PS3,Sony,Rage,6.3,2011-10-04,2011,10
PS3,Sony,Dungeon Defenders,6.7,2011-10-18,2011,10
PS3,Sony,Rocksmith,8.3,2011-10-18,2011,10
PS3,Sony,inFamous: Festival of Blood,8.1,2011-10-25,2011,10
PS3,Sony,Deus Ex: Human Revolution - The Missing Link,7.2,2011-10-18,2011,10
PS3,Sony,Skylanders: Spyro's Adventure,5.1,2011-10-16,2011,10
PS3,Sony,Ace Combat: Assault Horizon,6.8,2011-10-11,2011,10
PS3,Sony,PixelJunk SideScroller,6.8,2011-10-25,2011,10
PS3,Sony,The House of the Dead: Overkill - Extended Cut,7.5,2011-10-25,2011,10
PS3,Sony,Rocketbirds: Hardboiled Chicken,5.6,2011-10-18,2011,10
PS3,Sony,Eufloria,7.5,2011-10-04,2011,10
PS3,Sony,Sideway: New York,6.6,2011-10-11,2011,10
PS3,Sony,Dead Rising 2: Off the Record,6.8,2011-10-11,2011,10
PS3,Sony,Daytona USA,7.0,2011-10-25,2011,10
PS3,Sony,Payday: The Heist,6.5,2011-10-18,2011,10
PS3,Sony,The Sims 3: Pets,3.4,2011-10-18,2011,10
PS3,Sony,Ratchet & Clank: All 4 One,6.6,2011-10-18,2011,10
PS3,Sony,Disney Universe,6.9,2011-10-25,2011,10
PS3,Sony,Zombie Apocalypse: Never Die Alone,3.0,2011-10-25,2011,10
PS3,Sony,WRC 2: FIA World Rally Championship 2011,4.8,2011-10-14,2011,10
PS3,Sony,Beat Hazard Ultra,6.8,2011-10-18,2011,10
PS3,Sony,Okabu,3.8,2011-10-18,2011,10
PS3,Sony,Spider-Man: Edge of Time,7.2,2011-10-04,2011,10
PS3,Sony,Dragon Ball Z: Ultimate Tenkaichi,5.4,2011-10-25,2011,10
PS3,Sony,Rune Factory: Tides of Destiny,8.1,2011-10-07,2011,10
PS3,Sony,The Cursed Crusade,5.1,2011-10-25,2011,10
X360,Microsoft,Batman: Arkham City,8.7,2011-10-18,2011,10
X360,Microsoft,Forza Motorsport 4,8.2,2011-10-11,2011,10
X360,Microsoft,NBA 2K12,7.7,2011-10-04,2011,10
X360,Microsoft,Dark Souls,8.7,2011-10-04,2011,10
X360,Microsoft,Dance Central 2,8.2,2011-10-25,2011,10
X360,Microsoft,NBA Jam: On Fire Edition,7.4,2011-10-05,2011,10
X360,Microsoft,Battlefield 3,7.5,2011-10-25,2011,10
X360,Microsoft,Guardian Heroes,8.0,2011-10-12,2011,10
X360,Microsoft,Crysis,7.5,2011-10-04,2011,10
X360,Microsoft,Rage,6.7,2011-10-04,2011,10
X360,Microsoft,Sesame Street: Once Upon a Monster,6.9,2011-10-11,2011,10
X360,Microsoft,Orcs Must Die!,8.1,2011-10-05,2011,10
X360,Microsoft,Skylanders: Spyro's Adventure,5.4,2011-10-16,2011,10
X360,Microsoft,Bejeweled 3,8.4,2011-10-19,2011,10
X360,Microsoft,Ace Combat: Assault Horizon,6.2,2011-10-11,2011,10
X360,Microsoft,Daytona USA,8.0,2011-10-26,2011,10
X360,Microsoft,Dungeon Defenders,6.8,2011-10-19,2011,10
X360,Microsoft,Rocksmith,8.2,2011-10-18,2011,10
X360,Microsoft,Tropico 4,7.4,2011-10-18,2011,10
X360,Microsoft,Deus Ex: Human Revolution - The Missing Link,6.9,2011-10-18,2011,10
X360,Microsoft,Dragon Age II: Mark of the Assassin,5.4,2011-10-11,2011,10
X360,Microsoft,Jonah Lomu Rugby Challenge,6.0,2011-10-18,2011,10
X360,Microsoft,Dead Rising 2: Off the Record,7.4,2011-10-11,2011,10
X360,Microsoft,The Sims 3: Pets,3.5,2011-10-18,2011,10
X360,Microsoft,Just Dance 3,7.7,2011-10-07,2011,10
X360,Microsoft,Kinect Sports: Season Two,6.7,2011-10-25,2011,10
X360,Microsoft,Disney Universe,5.6,2011-10-25,2011,10
X360,Microsoft,WRC 2: FIA World Rally Championship 2011,6.3,2011-10-14,2011,10
X360,Microsoft,Zombie Apocalypse: Never Die Alone,5.9,2011-10-26,2011,10
X360,Microsoft,PowerUp Heroes,7.5,2011-10-18,2011,10
X360,Microsoft,Spider-Man: Edge of Time,7.0,2011-10-04,2011,10
X360,Microsoft,Dragon Ball Z: Ultimate Tenkaichi,5.7,2011-10-25,2011,10
X360,Microsoft,The War of the Worlds,5.1,2011-10-26,2011,10
X360,Microsoft,Michael Phelps: Push the Limit,3.5,2011-10-11,2011,10
X360,Microsoft,Real Steel,6.4,2011-10-12,2011,10
X360,Microsoft,The Cursed Crusade,4.4,2011-10-25,2011,10
X360,Microsoft,Blackwater,4.8,2011-10-25,2011,10
PC,PC,Battlefield 3,7.6,2011-10-25,2011,10
PC,PC,Football Manager 2012,7.9,2011-10-20,2011,10
PC,PC,Orcs Must Die!,8.1,2011-10-11,2011,10
PC,PC,The Book of Unwritten Tales,8.3,2011-10-28,2011,10
PC,PC,Dungeon Defenders,7.3,2011-10-18,2011,10
PC,PC,Rage,5.2,2011-10-03,2011,10
PC,PC,The Sims 3: Pets,6.1,2011-10-18,2011,10
PC,PC,Might & Magic: Heroes VI,6.0,2011-10-13,2011,10
PC,PC,Renegade Ops,7.5,2011-10-26,2011,10
PC,PC,Payday: The Heist,7.8,2011-10-20,2011,10
PC,PC,Deus Ex: Human Revolution - The Missing Link,7.4,2011-10-18,2011,10
PC,PC,The Blackwell Deception,8.1,2011-10-12,2011,10
PC,PC,FIFA Manager 12,4.0,2011-10-18,2011,10
PC,PC,Take On Helicopters,6.7,2011-10-16,2011,10
PC,PC,Before the Echo,7.4,2011-10-20,2011,10
PC,PC,Dead Rising 2: Off the Record,5.6,2011-10-11,2011,10
PC,PC,Serious Sam: The Random Encounter,6.4,2011-10-24,2011,10
PC,PC,Cities XL 2012,5.6,2011-10-20,2011,10
PC,PC,inMomentum,5.2,2011-10-31,2011,10
PC,PC,Ignite,6.0,2011-10-28,2011,10
PC,PC,The Cursed Crusade,5.7,2011-10-25,2011,10
PC,PC,The Haunted: Hell's Reach,7.7,2011-10-24,2011,10
PC,PC,Stronghold 3,3.0,2011-10-24,2011,10
PC,PC,Sword of the Stars II: Lords of Winter,4.6,2011-10-28,2011,10
PC,PC,Arcania: Fall of Setarrif,2.0,2011-10-24,2011,10
3DS,Nintendo,Skylanders: Spyro's Adventure,4.9,2011-10-16,2011,10
3DS,Nintendo,Tetris Axis,6.8,2011-10-02,2011,10
3DS,Nintendo,Mahjong Cub3d,5.3,2011-10-11,2011,10
3DS,Nintendo,Gabrielle's Ghostly Groove 3D,7.4,2011-10-04,2011,10
3DS,Nintendo,Pyramids,6.0,2011-10-27,2011,10
3DS,Nintendo,Pokemon Rumble Blast,7.0,2011-10-24,2011,10
3DS,Nintendo,Captain America: Super Soldier,5.0,2011-10-25,2011,10
3DS,Nintendo,Spider-Man: Edge of Time,6.2,2011-10-04,2011,10
WII,Nintendo,Skylanders: Spyro's Adventure,5.9,2011-10-16,2011,10
WII,Nintendo,Kirby's Return to Dream Land,8.6,2011-10-24,2011,10
WII,Nintendo,Just Dance 3,7.9,2011-10-07,2011,10
WII,Nintendo,Back to the Future: The Game,4.1,2011-10-25,2011,10
WII,Nintendo,Go Vacation,7.9,2011-10-11,2011,10
WII,Nintendo,Spider-Man: Edge of Time,5.2,2011-10-04,2011,10
WII,Nintendo,Disney Universe,6.0,2011-10-25,2011,10
DS,Nintendo,Professor Layton and the Last Specter,8.4,2011-10-18,2011,10
DS,Nintendo,Aliens: Infestation,8.3,2011-10-11,2011,10
PSP,Sony,Naruto Shippuden: Ultimate Ninja Impact,7.3,2011-10-18,2011,10
PS3,Sony,The Elder Scrolls V: Skyrim,6.5,2011-11-11,2011,11
PS3,Sony,Uncharted 3: Drake's Deception,8.4,2011-11-01,2011,11
PS3,Sony,Metal Gear Solid HD Collection,8.9,2011-11-08,2011,11
PS3,Sony,Call of Duty: Modern Warfare 3,3.2,2011-11-08,2011,11
PS3,Sony,Rayman Origins,8.4,2011-11-15,2011,11
PS3,Sony,Saints Row: The Third,7.8,2011-11-15,2011,11
PS3,Sony,Ultimate Marvel vs. Capcom 3,6.5,2011-11-15,2011,11
PS3,Sony,Assassin's Creed: Revelations,7.6,2011-11-15,2011,11
PS3,Sony,The King of Fighters XIII,8.2,2011-11-22,2011,11
PS3,Sony,LEGO Harry Potter: Years 5-7,8.3,2011-11-11,2011,11
PS3,Sony,Sonic Generations,8.3,2011-11-01,2011,11
PS3,Sony,WWE '12,6.9,2011-11-22,2011,11
PS3,Sony,GoldenEye 007: Reloaded,6.2,2011-11-01,2011,11
PS3,Sony,Hydrophobia Prophecy,5.9,2011-11-01,2011,11
PS3,Sony,Max & the Magic Marker: Gold Edition,3.4,2011-11-01,2011,11
PS3,Sony,Carnival Island,5.2,2011-11-15,2011,11
PS3,Sony,Tekken Hybrid,6.8,2011-11-22,2011,11
PS3,Sony,EyePet & Friends,4.6,2011-11-15,2011,11
PS3,Sony,Need for Speed: The Run,6.3,2011-11-15,2011,11
PS3,Sony,Dynasty Warriors 7: Xtreme Legends,7.7,2011-11-15,2011,11
PS3,Sony,The Lord of the Rings: War in the North,7.0,2011-11-01,2011,11
PS3,Sony,Medieval Moves: Deadmund's Quest,6.5,2011-11-15,2011,11
PS3,Sony,Jurassic Park: The Game,4.7,2011-11-15,2011,11
PS3,Sony,JASF: Jane's Advanced Strike Fighters,3.1,2011-11-15,2011,11
X360,Microsoft,The Elder Scrolls V: Skyrim,8.5,2011-11-11,2011,11
X360,Microsoft,Metal Gear Solid HD Collection,8.7,2011-11-08,2011,11
X360,Microsoft,Call of Duty: Modern Warfare 3,3.4,2011-11-08,2011,11
X360,Microsoft,Rayman Origins,8.2,2011-11-15,2011,11
X360,Microsoft,Saints Row: The Third,7.6,2011-11-15,2011,11
X360,Microsoft,Halo: Combat Evolved Anniversary,8.2,2011-11-15,2011,11
X360,Microsoft,Assassin's Creed: Revelations,7.2,2011-11-15,2011,11
X360,Microsoft,The King of Fighters XIII,8.2,2011-11-22,2011,11
X360,Microsoft,Ultimate Marvel vs. Capcom 3,6.4,2011-11-15,2011,11
X360,Microsoft,Your Shape Fitness Evolved 2012,7.6,2011-11-08,2011,11
X360,Microsoft,Sonic Generations,8.4,2011-11-01,2011,11
X360,Microsoft,DoDonPachi Resurrection,8.4,2011-11-04,2011,11
X360,Microsoft,LEGO Harry Potter: Years 5-7,8.0,2011-11-11,2011,11
X360,Microsoft,Kinect: Disneyland Adventures,3.0,2011-11-15,2011,11
X360,Microsoft,GoldenEye 007: Reloaded,6.0,2011-11-01,2011,11
X360,Microsoft,WWE '12,6.3,2011-11-22,2011,11
X360,Microsoft,Fusion: Genesis,7.9,2011-11-09,2011,11
X360,Microsoft,Need for Speed: The Run,6.1,2011-11-15,2011,11
X360,Microsoft,The Black Eyed Peas Experience,5.8,2011-11-08,2011,11
X360,Microsoft,The Lord of the Rings: War in the North,7.3,2011-11-01,2011,11
X360,Microsoft,Jurassic Park: The Game,3.7,2011-11-15,2011,11
X360,Microsoft,Raving Rabbids: Alive & Kicking,5.4,2011-11-08,2011,11
X360,Microsoft,Kung-Fu High Impact,7.8,2011-11-15,2011,11
X360,Microsoft,BurgerTime: World Tour,7.0,2011-11-02,2011,11
X360,Microsoft,Voltron: Defender of the Universe,6.6,2011-11-30,2011,11
X360,Microsoft,Otomedius Excellent,8.1,2011-11-01,2011,11
X360,Microsoft,Winter Stars,6.5,2011-11-15,2011,11
X360,Microsoft,MotionSports Adrenaline,6.5,2011-11-01,2011,11
X360,Microsoft,NCIS,3.8,2011-11-01,2011,11
PC,PC,The Elder Scrolls V: Skyrim,8.2,2011-11-10,2011,11
PC,PC,Batman: Arkham City,8.7,2011-11-21,2011,11
PC,PC,Saints Row: The Third,8.1,2011-11-14,2011,11
PC,PC,Unity of Command,7.1,2011-11-15,2011,11
PC,PC,Anno 2070,7.0,2011-11-17,2011,11
PC,PC,L.A. Noire: The Complete Edition,7.9,2011-11-08,2011,11
PC,PC,To the Moon,9.0,2011-11-01,2011,11
PC,PC,Rochard,7.9,2011-11-15,2011,11
PC,PC,Assassin's Creed: Revelations,7.4,2011-11-29,2011,11
PC,PC,Call of Duty: Modern Warfare 3,2.7,2011-11-08,2011,11
PC,PC,Sonic Generations,8.3,2011-11-03,2011,11
PC,PC,Xenonauts,7.9,2011-11-04,2011,11
PC,PC,Serious Sam 3: BFE,8.2,2011-11-22,2011,11
PC,PC,Need for Speed: The Run,5.9,2011-11-15,2011,11
PC,PC,The Lord of the Rings: War in the North,7.1,2011-11-01,2011,11
PC,PC,Jurassic Park: The Game,4.6,2011-11-15,2011,11
PC,PC,Afterfall: InSanity,5.9,2011-11-25,2011,11
PC,PC,Grotesque Tactics 2: Dungeons & Donuts,6.5,2011-11-21,2011,11
3DS,Nintendo,Super Mario 3D Land,8.4,2011-11-13,2011,11
3DS,Nintendo,Cave Story 3D,7.6,2011-11-08,2011,11
3DS,Nintendo,3D Classics: Kirby's Adventure,7.9,2011-11-17,2011,11
3DS,Nintendo,WWE All Stars,6.9,2011-11-22,2011,11
3DS,Nintendo,LEGO Harry Potter: Years 5-7,6.8,2011-11-11,2011,11
3DS,Nintendo,Ace Combat: Assault Horizon Legacy,7.8,2011-11-15,2011,11
3DS,Nintendo,Shinobi,7.3,2011-11-15,2011,11
3DS,Nintendo,"Freakyforms: Your Creations, Alive!",7.7,2011-11-10,2011,11
3DS,Nintendo,Sonic Generations,6.7,2011-11-22,2011,11
3DS,Nintendo,Need for Speed: The Run,6.0,2011-11-15,2011,11
3DS,Nintendo,Harvest Moon 3D: The Tale of Two Towns,6.3,2011-11-01,2011,11
3DS,Nintendo,James Noir's Hollywood Crimes,6.7,2011-11-01,2011,11
3DS,Nintendo,Pac-Man Party 3D,5.4,2011-11-08,2011,11
WII,Nintendo,The Legend of Zelda: Skyward Sword,8.1,2011-11-20,2011,11
WII,Nintendo,Rayman Origins,8.5,2011-11-15,2011,11
WII,Nintendo,Pro Evolution Soccer 2012,7.2,2011-11-15,2011,11
WII,Nintendo,LEGO Harry Potter: Years 5-7,7.3,2011-11-11,2011,11
WII,Nintendo,Call of Duty: Modern Warfare 3,1.9,2011-11-08,2011,11
WII,Nintendo,The Kore Gang,8.4,2011-11-08,2011,11
WII,Nintendo,Fishing Resort,7.0,2011-11-22,2011,11
WII,Nintendo,Mario & Sonic at the London 2012 Olympic Games,7.5,2011-11-15,2011,11
DS,Nintendo,Fossil Fighters: Champions,7.6,2011-11-14,2011,11
DS,Nintendo,Call of Duty: Modern Warfare 3 - Defiance,1.1,2011-11-08,2011,11
PSP,Sony,Where is My Heart?,8.0,2011-11-08,2011,11
PSP,Sony,Corpse Party,8.5,2011-11-22,2011,11
PSP,Sony,Fate/Extra,8.1,2011-11-01,2011,11
PS3,Sony,Trine 2,7.2,2011-12-20,2011,12
PS3,Sony,Battlefield 3: Back to Karkand,7.5,2011-12-06,2011,12
PS3,Sony,Oddworld: Stranger's Wrath HD,8.1,2011-12-27,2011,12
PS3,Sony,Sonic CD,8.4,2011-12-20,2011,12
PS3,Sony,All Zombies Must Die!,5.0,2011-12-27,2011,12
PS3,Sony,The Adventures of Tintin: The Game,5.7,2011-12-06,2011,12
X360,Microsoft,Joe Danger: Special Edition,7.7,2011-12-14,2011,12
X360,Microsoft,Trine 2,7.3,2011-12-21,2011,12
X360,Microsoft,Battlefield 3: Back to Karkand,6.9,2011-12-13,2011,12
X360,Microsoft,Sonic CD,8.5,2011-12-14,2011,12
X360,Microsoft,Gears of War 3: RAAM's Shadow,7.8,2011-12-13,2011,12
X360,Microsoft,The Adventures of Tintin: The Game,6.4,2011-12-06,2011,12
X360,Microsoft,All Zombies Must Die!,5.1,2011-12-28,2011,12
X360,Microsoft,Duke Nukem Forever: The Doctor Who Cloned Me,6.7,2011-12-13,2011,12
PC,PC,Battlefield 3: Back to Karkand,7.2,2011-12-13,2011,12
PC,PC,Star Wars: The Old Republic,5.9,2011-12-20,2011,12
PC,PC,Trine 2,8.4,2011-12-07,2011,12
PC,PC,Q.U.B.E.,7.5,2011-12-17,2011,12
PC,PC,Earth Defense Force: Insect Armageddon,7.2,2011-12-14,2011,12
PC,PC,APB: Reloaded,5.7,2011-12-01,2011,12
PC,PC,Postal III,3.0,2011-12-21,2011,12
PC,PC,FlatOut 3: Chaos & Destruction,3.3,2011-12-13,2011,12
3DS,Nintendo,Pushmo,8.3,2011-12-08,2011,12
3DS,Nintendo,Mario Kart 7,8.3,2011-12-04,2011,12
3DS,Nintendo,VVVVVV,8.0,2011-12-29,2011,12
3DS,Nintendo,Mighty Switch Force!,7.8,2011-12-22,2011,12
3DS,Nintendo,Nano Assault,7.7,2011-12-05,2011,12
3DS,Nintendo,F1 2011,6.4,2011-12-06,2011,12
3DS,Nintendo,The Adventures of Tintin: The Game,5.2,2011-12-06,2011,12
3DS,Nintendo,Doctor Lautrec and the Forgotten Knights,6.1,2011-12-13,2011,12
WII,Nintendo,Fortune Street,7.3,2011-12-05,2011,12
DS,Nintendo,I Heart Geeks!,8.4,2011-12-20,2011,12
PS3,Sony,SoulCalibur V,6.7,2012-01-31,2012,1
PS3,Sony,NFL Blitz,6.2,2012-01-03,2012,1
PS3,Sony,Final Fantasy XIII-2,6.8,2012-01-31,2012,1
PS3,Sony,Choplifter HD,4.8,2012-01-10,2012,1
