console,company,game,userscore,fecha,ano,mes
PC,PC,XIII,7.7,2003-11-18,2003,11
PC,PC,Gladiator: Sword of Vengeance,7.5,2003-11-18,2003,11
PC,PC,Magic: The Gathering - Battlegrounds,7.4,2003-11-18,2003,11
PC,PC,The Lord of the Rings: War of the Ring,6.9,2003-11-04,2003,11
PC,PC,Dead to Rights,6.6,2003-11-10,2003,11
PC,PC,Wildlife Park,7.0,2003-11-14,2003,11
PC,PC,Mysterious Journey II,6.0,2003-11-25,2003,11
PC,PC,The Hobbit,6.8,2003-11-10,2003,11
PC,PC,Victoria: An Empire Under the Sun,8.8,2003-11-18,2003,11
PC,PC,Contract J.A.C.K.,6.2,2003-11-11,2003,11
PC,PC,Teenage Mutant Ninja Turtles 2003,7.5,2003-11-25,2003,11
PC,PC,Rugby 2004,5.5,2003-11-04,2003,11
PC,PC,Pax Romana,5.0,2003-11-06,2003,11
PC,PC,"Warhammer 40,000: Fire Warrior",6.9,2003-11-17,2003,11
PC,PC,Traitors Gate 2,3.8,2003-11-02,2003,11
PS2,Sony,Prince of Persia: The Sands of Time,8.7,2003-11-06,2003,11
PS2,Sony,Ratchet & Clank: Going Commando,9.0,2003-11-11,2003,11
PS2,Sony,SOCOM II: U.S. Navy SEALs,8.7,2003-11-04,2003,11
PS2,Sony,Beyond Good & Evil,8.9,2003-11-11,2003,11
PS2,Sony,Final Fantasy X-2,7.5,2003-11-18,2003,11
PS2,Sony,The Lord of the Rings: The Return of the King,8.6,2003-11-05,2003,11
PS2,Sony,Need for Speed Underground,8.7,2003-11-17,2003,11
PS2,Sony,FIFA Soccer 2004,6.4,2003-11-04,2003,11
PS2,Sony,ESPN College Hoops,8.5,2003-11-13,2003,11
PS2,Sony,NCAA March Madness 2004,8.8,2003-11-17,2003,11
PS2,Sony,Metal Arms: Glitch in the System,8.6,2003-11-18,2003,11
PS2,Sony,Secret Weapons Over Normandy,8.2,2003-11-18,2003,11
PS2,Sony,EyeToy: Play,7.5,2003-11-04,2003,11
PS2,Sony,Space Channel 5 Special Edition,8.8,2003-11-18,2003,11
PS2,Sony,Sphinx and the Cursed Mummy,8.6,2003-11-10,2003,11
PS2,Sony,EverQuest Online Adventures: Frontiers,8.1,2003-11-17,2003,11
PS2,Sony,Monster Rancher 4,8.8,2003-11-13,2003,11
PS2,Sony,True Crime: Streets of LA,7.9,2003-11-03,2003,11
PS2,Sony,Manhunt,8.3,2003-11-18,2003,11
PS2,Sony,Midway Arcade Treasures,8.0,2003-11-18,2003,11
PS2,Sony,Legacy of Kain: Defiance,8.8,2003-11-11,2003,11
PS2,Sony,XIII,8.5,2003-11-18,2003,11
PS2,Sony,I-Ninja,8.4,2003-11-18,2003,11
PS2,Sony,Dynasty Warriors 4: Xtreme Legends,8.3,2003-11-04,2003,11
PS2,Sony,Crash Nitro Kart,7.8,2003-11-11,2003,11
PS2,Sony,Kya: Dark Lineage,8.3,2003-11-18,2003,11
PS2,Sony,Goblin Commander: Unleash the Horde,8.5,2003-11-11,2003,11
PS2,Sony,Medal of Honor Rising Sun,7.6,2003-11-11,2003,11
PS2,Sony,Battlestar Galactica,6.8,2003-11-19,2003,11
PS2,Sony,Whiplash,8.4,2003-11-18,2003,11
PS2,Sony,Gladiator: Sword of Vengeance,6.2,2003-11-05,2003,11
PS2,Sony,"Warhammer 40,000: Fire Warrior",8.4,2003-11-17,2003,11
PS2,Sony,Intellivision Lives!,7.6,2003-11-20,2003,11
PS2,Sony,Tokyo Xtreme Racer 3,8.7,2003-11-18,2003,11
PS2,Sony,Muppets Party Cruise,8.3,2003-11-13,2003,11
PS2,Sony,Risk: Global Domination,8.8,2003-11-05,2003,11
PS2,Sony,The Hobbit,8.6,2003-11-11,2003,11
PS2,Sony,Bloody Roar 4,8.6,2003-11-11,2003,11
PS2,Sony,BlowOut,6.2,2003-11-10,2003,11
PS2,Sony,Spy Hunter 2,6.4,2003-11-20,2003,11
PS2,Sony,Spawn: Armageddon,7.5,2003-11-21,2003,11
PS2,Sony,Looney Tunes: Back in Action,7.9,2003-11-19,2003,11
PS2,Sony,Monster 4x4: Masters of Metal,8.3,2003-11-25,2003,11
PS2,Sony,Lowrider,8.4,2003-11-20,2003,11
PS2,Sony,American Idol,4.8,2003-11-11,2003,11
PS2,Sony,Terminator 3: Rise of the Machines,5.9,2003-11-11,2003,11
PS2,Sony,Fugitive Hunter: War on Terror,5.0,2003-11-18,2003,11
XBOX,Microsoft,Prince of Persia: The Sands of Time,7.7,2003-11-12,2003,11
XBOX,Microsoft,Project Gotham Racing 2,8.7,2003-11-17,2003,11
XBOX,Microsoft,Max Payne 2: The Fall of Max Payne,8.2,2003-11-25,2003,11
XBOX,Microsoft,The Lord of the Rings: The Return of the King,8.1,2003-11-05,2003,11
XBOX,Microsoft,Need for Speed Underground,8.5,2003-11-17,2003,11
XBOX,Microsoft,Dance Dance Revolution Ultramix,8.8,2003-11-20,2003,11
XBOX,Microsoft,FIFA Soccer 2004,8.2,2003-11-04,2003,11
XBOX,Microsoft,Metal Arms: Glitch in the System,8.5,2003-11-18,2003,11
XBOX,Microsoft,ESPN College Hoops,6.6,2003-11-13,2003,11
XBOX,Microsoft,Links 2004,8.5,2003-11-11,2003,11
XBOX,Microsoft,Sphinx and the Cursed Mummy,8.6,2003-11-10,2003,11
XBOX,Microsoft,True Crime: Streets of LA,7.8,2003-11-03,2003,11
XBOX,Microsoft,Secret Weapons Over Normandy,8.8,2003-11-18,2003,11
XBOX,Microsoft,Star Wars Jedi Knight: Jedi Academy,8.6,2003-11-19,2003,11
XBOX,Microsoft,XIII,8.1,2003-11-24,2003,11
XBOX,Microsoft,Legacy of Kain: Defiance,7.9,2003-11-11,2003,11
XBOX,Microsoft,Counter-Strike,7.7,2003-11-18,2003,11
XBOX,Microsoft,Magic: The Gathering - Battlegrounds,8.4,2003-11-18,2003,11
XBOX,Microsoft,NBA Inside Drive 2004,8.2,2003-11-18,2003,11
XBOX,Microsoft,NFL Blitz Pro,6.6,2003-11-04,2003,11
XBOX,Microsoft,Crash Nitro Kart,8.3,2003-11-11,2003,11
XBOX,Microsoft,Medal of Honor Rising Sun,5.8,2003-11-11,2003,11
XBOX,Microsoft,NHL Rivals 2004,8.8,2003-11-18,2003,11
XBOX,Microsoft,Gladiator: Sword of Vengeance,7.4,2003-11-05,2003,11
XBOX,Microsoft,Battlestar Galactica,8.8,2003-11-19,2003,11
XBOX,Microsoft,Group S Challenge,6.3,2003-11-11,2003,11
XBOX,Microsoft,Spawn: Armageddon,8.1,2003-11-21,2003,11
XBOX,Microsoft,Ultimate Beach Soccer,6.8,2003-11-10,2003,11
XBOX,Microsoft,Terminator 3: Rise of the Machines,2.0,2003-11-11,2003,11
XBOX,Microsoft,Drake of the 99 Dragons,1.8,2003-11-03,2003,11
GBA,Nintendo,Mario & Luigi: Superstar Saga,9.0,2003-11-17,2003,11
GBA,Nintendo,Fire Emblem,9.1,2003-11-03,2003,11
GBA,Nintendo,Harvest Moon: Friends of Mineral Town,8.9,2003-11-17,2003,11
GBA,Nintendo,Medal of Honor Infiltrator,7.2,2003-11-17,2003,11
GBA,Nintendo,The Lord of the Rings: The Return of the King,8.2,2003-11-05,2003,11
GBA,Nintendo,Double Dragon Advance,8.4,2003-11-14,2003,11
GBA,Nintendo,James Bond 007: Everything or Nothing,8.3,2003-11-17,2003,11
GBA,Nintendo,Gekido Advance: Kintaro's Revenge,7.0,2003-11-25,2003,11
GBA,Nintendo,Onimusha Tactics,8.7,2003-11-11,2003,11
GBA,Nintendo,SSX 3,7.2,2003-11-11,2003,11
GBA,Nintendo,SimCity 2000,7.8,2003-11-13,2003,11
GBA,Nintendo,Yu-Gi-Oh! The Sacred Cards,6.9,2003-11-04,2003,11
GBA,Nintendo,Dragon Ball Z: Taiketsu,6.0,2003-11-24,2003,11
GBA,Nintendo,Star Wars: Flight of the Falcon,6.1,2003-11-18,2003,11
GBA,Nintendo,Mucha Lucha! Mascaritas of the Lost Code,4.3,2003-11-18,2003,11
GC,Nintendo,The Legend of Zelda Collector's Edition,9.0,2003-11-17,2003,11
GC,Nintendo,Prince of Persia: The Sands of Time,8.2,2003-11-18,2003,11
GC,Nintendo,Mario Kart: Double Dash!!,8.6,2003-11-17,2003,11
GC,Nintendo,The Lord of the Rings: The Return of the King,8.0,2003-11-05,2003,11
GC,Nintendo,Need for Speed Underground,8.5,2003-11-17,2003,11
GC,Nintendo,FIFA Soccer 2004,6.3,2003-11-04,2003,11
GC,Nintendo,Metal Arms: Glitch in the System,8.5,2003-11-18,2003,11
GC,Nintendo,Gladius,7.9,2003-11-03,2003,11
GC,Nintendo,Sphinx and the Cursed Mummy,8.8,2003-11-10,2003,11
GC,Nintendo,True Crime: Streets of LA,7.3,2003-11-03,2003,11
GC,Nintendo,XIII,7.6,2003-11-24,2003,11
GC,Nintendo,Mario Party 5,8.0,2003-11-10,2003,11
GC,Nintendo,XGRA: Extreme-G Racing Association,7.3,2003-11-24,2003,11
GC,Nintendo,Medal of Honor: Rising Sun,6.4,2003-11-11,2003,11
GC,Nintendo,Crash Nitro Kart,7.8,2003-11-11,2003,11
GC,Nintendo,The Hobbit,7.5,2003-11-11,2003,11
GC,Nintendo,Spawn: Armageddon,7.3,2003-11-21,2003,11
GC,Nintendo,Yu-Gi-Oh! The Falsebound Kingdom,7.2,2003-11-04,2003,11
PC,PC,Prince of Persia: The Sands of Time,8.6,2003-12-02,2003,12
PC,PC,Neverwinter Nights: Hordes of the Underdark,8.4,2003-12-02,2003,12
PC,PC,Airborne Assault: Highway to the Reich,6.1,2003-12-10,2003,12
PC,PC,Combat Mission 3: Afrika Korps,7.9,2003-12-03,2003,12
PC,PC,Deus Ex: Invisible War,6.4,2003-12-02,2003,12
PC,PC,Puzzle Pirates,8.5,2003-12-08,2003,12
PC,PC,Armed and Dangerous,7.7,2003-12-02,2003,12
PC,PC,Horizons: Empire of Istaria,8.0,2003-12-08,2003,12
PC,PC,X2: The Threat,7.2,2003-12-03,2003,12
PC,PC,Legacy of Kain: Defiance,8.6,2003-12-17,2003,12
PC,PC,RC Cars,6.2,2003-12-11,2003,12
PC,PC,Lords of EverQuest,7.6,2003-12-01,2003,12
PC,PC,One Must Fall: Battlegrounds,7.1,2003-12-19,2003,12
PC,PC,Postal 2: Share the Pain,8.3,2003-12-17,2003,12
PC,PC,Blade & Sword,6.2,2003-12-22,2003,12
PS2,Sony,The Sims Bustin' Out,8.3,2003-12-15,2003,12
PS2,Sony,Fatal Frame II: Crimson Butterfly,8.9,2003-12-10,2003,12
PS2,Sony,Culdcept,8.9,2003-12-04,2003,12
PS2,Sony,Max Payne 2: The Fall of Max Payne,8.2,2003-12-02,2003,12
PS2,Sony,The King of Fighters 2000/2001,8.7,2003-12-09,2003,12
PS2,Sony,Mobile Suit Gundam: Encounters in Space,8.5,2003-12-05,2003,12
PS2,Sony,Dragon Ball Z: Budokai 2,8.3,2003-12-04,2003,12
PS2,Sony,R: Racing Evolution,6.2,2003-12-09,2003,12
PS2,Sony,Mission: Impossible: Operation Surma,7.8,2003-12-08,2003,12
PS2,Sony,Harry Potter and the Sorcerer's Stone,7.5,2003-12-09,2003,12
XBOX,Microsoft,Beyond Good & Evil,8.3,2003-12-02,2003,12
XBOX,Microsoft,Deus Ex: Invisible War,7.6,2003-12-02,2003,12
XBOX,Microsoft,The Sims Bustin' Out,8.6,2003-12-15,2003,12
XBOX,Microsoft,Armed and Dangerous,7.0,2003-12-02,2003,12
XBOX,Microsoft,Broken Sword: The Sleeping Dragon,8.3,2003-12-08,2003,12
XBOX,Microsoft,I-Ninja,8.4,2003-12-04,2003,12
XBOX,Microsoft,Arx Fatalis,7.0,2003-12-23,2003,12
XBOX,Microsoft,Mission: Impossible: Operation Surma,5.4,2003-12-02,2003,12
XBOX,Microsoft,Curse: The Eye of Isis,6.8,2003-12-08,2003,12
XBOX,Microsoft,Harry Potter and the Sorcerer's Stone,6.7,2003-12-09,2003,12
GBA,Nintendo,The King of Fighters EX2: Howling Blood,8.7,2003-12-11,2003,12
GBA,Nintendo,Max Payne,8.3,2003-12-18,2003,12
GBA,Nintendo,Need for Speed Underground,8.3,2003-12-18,2003,12
GBA,Nintendo,Sword of Mana,8.3,2003-12-01,2003,12
GBA,Nintendo,Yu Yu Hakusho: Spirit Detective,8.2,2003-12-02,2003,12
GC,Nintendo,Beyond Good & Evil,8.4,2003-12-11,2003,12
GC,Nintendo,The Sims Bustin' Out,8.4,2003-12-15,2003,12
GC,Nintendo,Pac-Man vs.,7.7,2003-12-02,2003,12
GC,Nintendo,I-Ninja,7.5,2003-12-04,2003,12
GC,Nintendo,1080: Avalanche,7.9,2003-12-01,2003,12
GC,Nintendo,Midway Arcade Treasures,8.0,2003-12-18,2003,12
GC,Nintendo,Goblin Commander: Unleash the Horde,7.8,2003-12-16,2003,12
GC,Nintendo,R: Racing Evolution,7.0,2003-12-09,2003,12
GC,Nintendo,Harry Potter and the Sorcerer's Stone,8.5,2003-12-09,2003,12
GC,Nintendo,Resident Evil Code: Veronica X,8.7,2003-12-03,2003,12
GC,Nintendo,Gotcha Force,8.5,2003-12-03,2003,12
GC,Nintendo,Pokemon Channel,6.1,2003-12-01,2003,12
PC,PC,Silent Storm,8.8,2004-01-20,2004,1
PC,PC,Vegas Tycoon,7.4,2004-01-15,2004,1
PC,PC,Delta Force: Black Hawk Down - Team Sabre,7.6,2004-01-20,2004,1
PC,PC,Counter-Strike: Condition Zero,8.7,2004-01-03,2004,1
PC,PC,Jack the Ripper,6.4,2004-01-29,2004,1
PC,PC,Coliseum,7.3,2004-01-06,2004,1
PS2,Sony,Maximo vs Army of Zin,8.0,2004-01-20,2004,1
PS2,Sony,NFL Street,8.8,2004-01-13,2004,1
PS2,Sony,Baldur's Gate: Dark Alliance II,8.3,2004-01-20,2004,1
PS2,Sony,.hack//Quarantine Part 4,8.3,2004-01-14,2004,1
PS2,Sony,Mafia,7.6,2004-01-28,2004,1
PS2,Sony,Fallout: Brotherhood of Steel,4.1,2004-01-14,2004,1
PS2,Sony,Sonic Heroes,7.5,2004-01-27,2004,1
PS2,Sony,Star Trek: Shattered Universe,8.3,2004-01-13,2004,1
XBOX,Microsoft,NFL Street,8.7,2004-01-13,2004,1
XBOX,Microsoft,Baldur's Gate: Dark Alliance II,7.7,2004-01-20,2004,1
XBOX,Microsoft,Sonic Heroes,7.6,2004-01-27,2004,1
XBOX,Microsoft,Sega GT Online,7.7,2004-01-27,2004,1
XBOX,Microsoft,Fallout: Brotherhood of Steel,5.3,2004-01-14,2004,1
XBOX,Microsoft,Star Trek: Shattered Universe,4.0,2004-01-14,2004,1
GBA,Nintendo,Sonic Battle,8.4,2004-01-05,2004,1
GC,Nintendo,NFL Street,8.2,2004-01-13,2004,1
GC,Nintendo,Conflict: Desert Storm II - Back to Baghdad,8.5,2004-01-07,2004,1
GC,Nintendo,Sonic Heroes,7.8,2004-01-05,2004,1
PC,PC,EverQuest: Gates of Discord,6.8,2004-02-09,2004,2
PC,PC,SpellForce: The Order of Dawn,7.7,2004-02-11,2004,2
PC,PC,Vietcong: Fist Alpha,8.1,2004-02-04,2004,2
PC,PC,Wars and Warriors: Joan of Arc,8.0,2004-02-07,2004,2
PC,PC,Universal Combat,2.7,2004-02-05,2004,2
PC,PC,Alien Blast: The Encounter,6.0,2004-02-09,2004,2
PS2,Sony,World Soccer Winning Eleven 7 International,8.8,2004-02-17,2004,2
PS2,Sony,Champions of Norrath,8.2,2004-02-10,2004,2
PS2,Sony,James Bond 007: Everything or Nothing,8.4,2004-02-17,2004,2
PS2,Sony,MX Unleashed,8.8,2004-02-17,2004,2
PS2,Sony,R-Type Final,8.7,2004-02-03,2004,2
PS2,Sony,Romance of the Three Kingdoms IX,8.9,2004-02-24,2004,2
PS2,Sony,Pitfall: The Lost Expedition,8.4,2004-02-18,2004,2
PS2,Sony,Rise to Honor,8.2,2004-02-17,2004,2
PS2,Sony,Nightshade,7.7,2004-02-10,2004,2
PS2,Sony,Lupin the 3rd: Treasure of the Sorcerer King,7.2,2004-02-11,2004,2
PS2,Sony,AirForce Delta Strike,7.0,2004-02-03,2004,2
PS2,Sony,Wrath Unleashed,6.0,2004-02-10,2004,2
XBOX,Microsoft,James Bond 007: Everything or Nothing,7.4,2004-02-17,2004,2
XBOX,Microsoft,MX Unleashed,8.6,2004-02-17,2004,2
XBOX,Microsoft,Pitfall: The Lost Expedition,7.8,2004-02-18,2004,2
XBOX,Microsoft,Steel Battalion: Line of Contact,8.0,2004-02-27,2004,2
XBOX,Microsoft,Silent Scope Complete,7.4,2004-02-10,2004,2
XBOX,Microsoft,Wrath Unleashed,7.0,2004-02-10,2004,2
XBOX,Microsoft,Unreal II: The Awakening,5.2,2004-02-10,2004,2
GBA,Nintendo,Metroid: Zero Mission,8.9,2004-02-09,2004,2
GBA,Nintendo,Baldur's Gate: Dark Alliance,7.1,2004-02-10,2004,2
GBA,Nintendo,Yu-Gi-Oh! World Championship Tournament 2004,7.6,2004-02-10,2004,2
GC,Nintendo,James Bond 007: Everything or Nothing,8.3,2004-02-17,2004,2
GC,Nintendo,Final Fantasy Crystal Chronicles,8.8,2004-02-09,2004,2
GC,Nintendo,Pitfall: The Lost Expedition,8.6,2004-02-18,2004,2
PC,PC,Unreal Tournament 2004,8.8,2004-03-16,2004,3
PC,PC,Far Cry,8.0,2004-03-23,2004,3
PC,PC,Tom Clancy's Splinter Cell: Pandora Tomorrow,8.0,2004-03-23,2004,3
PC,PC,Battlefield Vietnam,7.5,2004-03-14,2004,3
PC,PC,MVP Baseball 2004,7.4,2004-03-09,2004,3
PC,PC,Syberia II,8.3,2004-03-30,2004,3
PC,PC,Worms 3D,7.1,2004-03-12,2004,3
PC,PC,Sacred,7.7,2004-03-25,2004,3
PC,PC,Nemesis of the Roman Empire,7.3,2004-03-25,2004,3
PC,PC,The Egyptian Prophecy,6.6,2004-03-30,2004,3
PC,PC,Tom Clancy's Rainbow Six 3: Athena Sword,7.4,2004-03-09,2004,3
PC,PC,Desert Rats vs. Afrika Korps,7.5,2004-03-31,2004,3
PC,PC,kill.switch,7.4,2004-03-30,2004,3
PC,PC,CSI: Crime Scene Investigation: Dark Motives,7.7,2004-03-23,2004,3
PC,PC,Lords of the Realm III,3.7,2004-03-17,2004,3
PC,PC,A Quiet Weekend in Capri,7.5,2004-03-17,2004,3
PC,PC,Dead Man's Hand,6.3,2004-03-18,2004,3
PC,PC,Gangland,7.2,2004-03-04,2004,3
PC,PC,Northland,7.0,2004-03-24,2004,3
PC,PC,FireStarter,5.8,2004-03-05,2004,3
PC,PC,Midnight Nowhere,6.2,2004-03-29,2004,3
PS2,Sony,MVP Baseball 2004,8.6,2004-03-09,2004,3
PS2,Sony,Final Fantasy XI,6.9,2004-03-23,2004,3
PS2,Sony,MLB 2005,7.6,2004-03-16,2004,3
PS2,Sony,MTX Mototrax,8.1,2004-03-02,2004,3
PS2,Sony,The Suffering,8.8,2004-03-09,2004,3
PS2,Sony,Crimson Sea 2,8.1,2004-03-30,2004,3
PS2,Sony,Resident Evil Outbreak,8.4,2004-03-31,2004,3
PS2,Sony,Tom Clancy's Ghost Recon: Jungle Storm,6.3,2004-03-16,2004,3
PS2,Sony,Worms 3D,7.7,2004-03-11,2004,3
PS2,Sony,Tom Clancy's Rainbow Six 3,8.1,2004-03-24,2004,3
PS2,Sony,The X-Files: Resist or Serve,7.7,2004-03-16,2004,3
PS2,Sony,Onimusha Blade Warriors,6.9,2004-03-24,2004,3
PS2,Sony,Firefighter F.D. 18,7.8,2004-03-09,2004,3
PS2,Sony,Drakengard,8.4,2004-03-02,2004,3
PS2,Sony,Lifeline,7.7,2004-03-02,2004,3
PS2,Sony,Samurai Jack: The Shadow of Aku,8.8,2004-03-24,2004,3
PS2,Sony,Corvette,6.2,2004-03-09,2004,3
PS2,Sony,Scooby-Doo! Mystery Mayhem,7.8,2004-03-02,2004,3
PS2,Sony,Cy Girls,8.8,2004-03-23,2004,3
PS2,Sony,Seven Samurai 20XX,7.0,2004-03-12,2004,3
XBOX,Microsoft,Tom Clancy's Splinter Cell Pandora Tomorrow,8.6,2004-03-23,2004,3
XBOX,Microsoft,Ninja Gaiden,8.9,2004-03-02,2004,3
XBOX,Microsoft,MVP Baseball 2004,8.5,2004-03-09,2004,3
XBOX,Microsoft,Colin McRae Rally 04,8.1,2004-03-04,2004,3
XBOX,Microsoft,The Suffering,8.8,2004-03-09,2004,3
XBOX,Microsoft,All-Star Baseball 2005,8.8,2004-03-23,2004,3
XBOX,Microsoft,Breakdown,8.1,2004-03-16,2004,3
XBOX,Microsoft,Tenchu: Return From Darkness,6.0,2004-03-10,2004,3
XBOX,Microsoft,Mafia,7.9,2004-03-13,2004,3
XBOX,Microsoft,Dead Man's Hand,8.1,2004-03-03,2004,3
XBOX,Microsoft,Trivial Pursuit Unhinged,8.0,2004-03-24,2004,3
XBOX,Microsoft,Yu-Gi-Oh! The Dawn of Destiny,7.2,2004-03-23,2004,3
GBA,Nintendo,Wade Hixton's Counter Punch,7.8,2004-03-15,2004,3
GBA,Nintendo,Tom Clancy's Splinter Cell Pandora Tomorrow,6.2,2004-03-24,2004,3
GBA,Nintendo,Mega Man: Battle Chip Challenge,8.4,2004-03-03,2004,3
GC,Nintendo,MVP Baseball 2004,8.5,2004-03-09,2004,3
GC,Nintendo,Metal Gear Solid: The Twin Snakes,8.9,2004-03-09,2004,3
GC,Nintendo,Harvest Moon: A Wonderful Life,8.5,2004-03-16,2004,3
GC,Nintendo,Pokemon Colosseum,7.8,2004-03-22,2004,3
GC,Nintendo,Phantasy Star Online Episode III: C.A.R.D. Revolution,8.5,2004-03-02,2004,3
GC,Nintendo,Bomberman Jetters,7.9,2004-03-10,2004,3
GC,Nintendo,Worms 3D,7.8,2004-03-11,2004,3
GC,Nintendo,Samurai Jack: The Shadow of Aku,6.2,2004-03-24,2004,3
GC,Nintendo,Freestyle Street Soccer,8.0,2004-03-25,2004,3
PC,PC,World Soccer Winning Eleven 7 International,7.5,2004-04-09,2004,4
PC,PC,Rise of Nations: Thrones & Patriots,8.8,2004-04-27,2004,4
PC,PC,City of Heroes,8.4,2004-04-27,2004,4
PC,PC,Painkiller,8.1,2004-04-12,2004,4
PC,PC,TOCA Race Driver 2: The Ultimate Racing Simulator,7.7,2004-04-13,2004,4
PC,PC,Manhunt,7.7,2004-04-20,2004,4
PC,PC,Hitman: Contracts,7.6,2004-04-20,2004,4
PC,PC,Massive Assault Network,4.3,2004-04-13,2004,4
PC,PC,Beyond Divinity,7.4,2004-04-28,2004,4
PC,PC,Silent Hill 3,8.8,2004-04-06,2004,4
PC,PC,Lineage II: The Chaotic Chronicle,6.7,2004-04-27,2004,4
PC,PC,Breed,5.0,2004-04-02,2004,4
PC,PC,Beyond the Law: The Third Wave,6.6,2004-04-02,2004,4
PC,PC,Forever Worlds - Enter the Unknown,5.3,2004-04-05,2004,4
PS2,Sony,Onimusha 3: Demon Siege,8.6,2004-04-27,2004,4
PS2,Sony,Fight Night 2004,8.7,2004-04-05,2004,4
PS2,Sony,NBA Ballers,8.8,2004-04-05,2004,4
PS2,Sony,Hitman: Contracts,8.2,2004-04-20,2004,4
PS2,Sony,EyeToy: Groove,8.0,2004-04-20,2004,4
PS2,Sony,Siren,7.8,2004-04-20,2004,4
PS2,Sony,All-Star Baseball 2005,8.6,2004-04-08,2004,4
PS2,Sony,Shrek 2,6.0,2004-04-28,2004,4
PS2,Sony,World Tour Soccer 2005,7.9,2004-04-14,2004,4
PS2,Sony,Serious Sam: Next Encounter,7.7,2004-04-22,2004,4
PS2,Sony,Alias,7.7,2004-04-05,2004,4
PS2,Sony,Destruction Derby Arenas,8.0,2004-04-01,2004,4
PS2,Sony,UFC: Sudden Impact,7.7,2004-04-21,2004,4
XBOX,Microsoft,Fight Night 2004,8.5,2004-04-05,2004,4
XBOX,Microsoft,NBA Ballers,8.1,2004-04-05,2004,4
XBOX,Microsoft,Hitman: Contracts,8.8,2004-04-20,2004,4
XBOX,Microsoft,ESPN Major League Baseball,8.3,2004-04-06,2004,4
XBOX,Microsoft,Manhunt,8.0,2004-04-20,2004,4
XBOX,Microsoft,Shrek 2,4.2,2004-04-28,2004,4
XBOX,Microsoft,Alias,6.0,2004-04-05,2004,4
GBA,Nintendo,Shining Soul II,8.3,2004-04-20,2004,4
GBA,Nintendo,Shrek 2,3.8,2004-04-28,2004,4
GBA,Nintendo,Serious Sam Advance,7.2,2004-04-12,2004,4
GBA,Nintendo,Street Jam Basketball,8.0,2004-04-25,2004,4
GC,Nintendo,"WarioWare, Inc.: Mega Party Game$!",8.3,2004-04-06,2004,4
GC,Nintendo,Shrek 2,4.7,2004-04-28,2004,4
GC,Nintendo,Serious Sam: Next Encounter,8.4,2004-04-12,2004,4
PC,PC,Thief: Deadly Shadows,8.3,2004-05-25,2004,5
PC,PC,UEFA Euro 2004: Portugal,6.5,2004-05-04,2004,5
PC,PC,Warlords Battlecry III,8.5,2004-05-19,2004,5
PC,PC,True Crime: Streets of LA,6.3,2004-05-11,2004,5
PC,PC,Harry Potter and the Prisoner of Azkaban,7.4,2004-05-25,2004,5
PC,PC,Spartan 2004,8.0,2004-05-28,2004,5
PC,PC,Shrek 2,5.5,2004-05-03,2004,5
PS2,Sony,La Pucelle: Tactics,8.6,2004-05-04,2004,5
PS2,Sony,ESPN Major League Baseball,8.7,2004-05-04,2004,5
PS2,Sony,UEFA Euro 2004: Portugal,6.4,2004-05-04,2004,5
PS2,Sony,Transformers,8.6,2004-05-11,2004,5
PS2,Sony,Red Dead Revolver,7.9,2004-05-03,2004,5
PS2,Sony,Samurai Warriors,8.8,2004-05-06,2004,5
PS2,Sony,Syphon Filter: The Omega Strain,6.9,2004-05-04,2004,5
PS2,Sony,Van Helsing,8.1,2004-05-06,2004,5
PS2,Sony,Future Tactics: The Uprising,6.1,2004-05-10,2004,5
PS2,Sony,Strike Force Bowling,6.8,2004-05-10,2004,5
XBOX,Microsoft,Rallisport Challenge 2,8.9,2004-05-04,2004,5
XBOX,Microsoft,Thief: Deadly Shadows,7.0,2004-05-25,2004,5
XBOX,Microsoft,Metal Slug 3,5.1,2004-05-26,2004,5
XBOX,Microsoft,UEFA Euro 2004: Portugal,8.1,2004-05-04,2004,5
XBOX,Microsoft,Red Dead Revolver,8.6,2004-05-03,2004,5
XBOX,Microsoft,Van Helsing,7.6,2004-05-06,2004,5
GBA,Nintendo,Mario vs. Donkey Kong,8.1,2004-05-24,2004,5
GBA,Nintendo,River City Ransom EX,8.6,2004-05-25,2004,5
GBA,Nintendo,Harry Potter and the Prisoner of Azkaban,8.4,2004-05-25,2004,5
GBA,Nintendo,Van Helsing,6.3,2004-05-06,2004,5
GC,Nintendo,Custom Robo,8.2,2004-05-10,2004,5
PC,PC,Joint Operations: Typhoon Rising,8.7,2004-06-15,2004,6
PC,PC,Ground Control II: Operation Exodus,8.1,2004-06-23,2004,6
PC,PC,The Suffering,8.2,2004-06-08,2004,6
PC,PC,Soldiers: Heroes of World War II,8.3,2004-06-30,2004,6
PC,PC,Perimeter,7.6,2004-06-30,2004,6
PC,PC,Blitzkrieg: Burning Horizon,7.7,2004-06-13,2004,6
PC,PC,Missing: Since January,7.2,2004-06-25,2004,6
PC,PC,Aura: Fate of the Ages,6.0,2004-06-29,2004,6
PC,PC,Besieger,7.0,2004-06-02,2004,6
PC,PC,Alias,7.4,2004-06-14,2004,6
PC,PC,Soldner: Secret Wars,4.3,2004-06-22,2004,6
PC,PC,Spider-Man 2: The Game,3.5,2004-06-28,2004,6
PS2,Sony,Tom Clancy's Splinter Cell Pandora Tomorrow,8.5,2004-06-16,2004,6
